library-id,specimen_id,sample_id,Phenotype,Aligned,Dedup,Coverage,Pheno,Path,NewPheno,NewPhenotype,Group,library_id,Lineage
616680,SFLc0508,614675,SSS,164033539,134294824,28.7973,0,/home/maccamp/barra-lh/data/bams/616680.sort.flt.bam,0,SSS,Burdekin,NA,Australasian
616681,SFLc0511,614676,SFF,182702038,146795355,31.2473,1,/home/maccamp/barra-lh/data/bams/616681.sort.flt.bam,1,SFF,Burdekin,NA,Australasian
616682,SFLc0581,614677,SFF,182486102,147975435,31.473,1,/home/maccamp/barra-lh/data/bams/616682.sort.flt.bam,1,SFF,Burdekin,NA,Australasian
616683,SFLc0586,614678,SSS,183457795,156006746,30.6011,0,/home/maccamp/barra-lh/data/bams/616683.sort.flt.bam,0,SSS,Burdekin,NA,Australasian
616684,SFLc0589,614679,SSS,197726999,112035847,23.4213,0,/home/maccamp/barra-lh/data/bams/616684.sort.flt.bam,0,SSS,Burdekin,NA,Australasian
616686,SFLc0604,614681,SSS,153106114,125993265,26.9171,0,/home/maccamp/barra-lh/data/bams/616686.sort.flt.bam,0,SSS,Burdekin,NA,Australasian
616687,SFLc0614,614682,SSS,198395932,157812855,33.5419,0,/home/maccamp/barra-lh/data/bams/616687.sort.flt.bam,0,SSS,Burdekin,NA,Australasian
616688,SFLc0619,614683,SFF,176311779,140149566,30.0231,1,/home/maccamp/barra-lh/data/bams/616688.sort.flt.bam,1,SFF,Burdekin,NA,Australasian
616690,SFLc0631,614685,SSS,176766069,140645420,30.0174,0,/home/maccamp/barra-lh/data/bams/616690.sort.flt.bam,0,SSS,Burdekin,NA,Australasian
616691,SFLc0638,614686,SSS,138770820,114489356,24.4912,0,/home/maccamp/barra-lh/data/bams/616691.sort.flt.bam,0,SSS,Burdekin,NA,Australasian
616692,SFLc0642,614687,SSS,152733198,124331711,26.5604,0,/home/maccamp/barra-lh/data/bams/616692.sort.flt.bam,0,SSS,Burdekin,NA,Australasian
616693,SFLc0650,614688,SSS,159201654,130047564,27.757,0,/home/maccamp/barra-lh/data/bams/616693.sort.flt.bam,0,SSS,Burdekin,NA,Australasian
616694,SFLc0651,614689,SSS,175601326,139999834,30.0273,0,/home/maccamp/barra-lh/data/bams/616694.sort.flt.bam,0,SSS,Burdekin,NA,Australasian
616695,SFLc0680,614690,SFF,179271601,138230944,29.2898,1,/home/maccamp/barra-lh/data/bams/616695.sort.flt.bam,1,SFF,Burdekin,NA,Australasian
616696,SFLc0683,614691,SSS,151146674,124938651,26.6047,0,/home/maccamp/barra-lh/data/bams/616696.sort.flt.bam,0,SSS,Burdekin,NA,Australasian
616697,SFLc0714,614692,SFF,149586452,120921186,25.7798,1,/home/maccamp/barra-lh/data/bams/616697.sort.flt.bam,1,SFF,Burdekin,NA,Australasian
616698,SFLc0724,614693,SFF,179928539,144570830,30.7909,1,/home/maccamp/barra-lh/data/bams/616698.sort.flt.bam,1,SFF,Burdekin,NA,Australasian
616699,SFLc1460,614694,SFF,189140351,152380228,32.7499,1,/home/maccamp/barra-lh/data/bams/616699.sort.flt.bam,1,SFF,Burdekin,NA,Australasian
NA,Fitz01,NA,UNK,214727062,197376262,43.1526,NA,/home/maccamp/lates-wgs/data/fitzroy/Fitz01.sort.flt.bam,NA,UNK,FitzroyQLD,Fitz01,Australasian
NA,Fitz02,NA,UNK,210632957,193219087,42.2969,NA,/home/maccamp/lates-wgs/data/fitzroy/Fitz02.sort.flt.bam,NA,UNK,FitzroyQLD,Fitz02,Australasian
NA,Fitz03,NA,UNK,184729485,170882159,37.2926,NA,/home/maccamp/lates-wgs/data/fitzroy/Fitz03.sort.flt.bam,NA,UNK,FitzroyQLD,Fitz03,Australasian
NA,Fitz04,NA,UNK,171859885,159473337,34.8281,NA,/home/maccamp/lates-wgs/data/fitzroy/Fitz04.sort.flt.bam,NA,UNK,FitzroyQLD,Fitz04,Australasian
NA,Fitz05,NA,UNK,207408151,190022508,41.5087,NA,/home/maccamp/lates-wgs/data/fitzroy/Fitz05.sort.flt.bam,NA,UNK,FitzroyQLD,Fitz05,Australasian
NA,Fitz06,NA,UNK,190952857,175877495,38.4533,NA,/home/maccamp/lates-wgs/data/fitzroy/Fitz06.sort.flt.bam,NA,UNK,FitzroyQLD,Fitz06,Australasian
NA,Fitz07,NA,UNK,201784406,184807354,40.44,NA,/home/maccamp/lates-wgs/data/fitzroy/Fitz07.sort.flt.bam,NA,UNK,FitzroyQLD,Fitz07,Australasian
NA,Fitz08,NA,UNK,218928717,201067584,43.9234,NA,/home/maccamp/lates-wgs/data/fitzroy/Fitz08.sort.flt.bam,NA,UNK,FitzroyQLD,Fitz08,Australasian
NA,Fitz09,NA,UNK,212292704,193840062,42.342,NA,/home/maccamp/lates-wgs/data/fitzroy/Fitz09.sort.flt.bam,NA,UNK,FitzroyQLD,Fitz09,Australasian
NA,Fitz10,NA,UNK,178106206,164999646,35.3562,NA,/home/maccamp/lates-wgs/data/fitzroy/Fitz10.sort.flt.bam,NA,UNK,FitzroyQLD,Fitz10,Australasian
NA,Fitz11,NA,UNK,209984474,192614333,42.0989,NA,/home/maccamp/lates-wgs/data/fitzroy/Fitz11.sort.flt.bam,NA,UNK,FitzroyQLD,Fitz11,Australasian
NA,Fitz12,NA,UNK,193808212,179158375,38.6273,NA,/home/maccamp/lates-wgs/data/fitzroy/Fitz12.sort.flt.bam,NA,UNK,FitzroyQLD,Fitz12,Australasian
NA,Daly01,NA,UNK,316492070,271334403,58.7496,NA,/home/maccamp/lates-wgs/data/daly/Daly01.sort.flt.bam,1,SFF,Daly River,Daly01,Australasian
NA,Daly02,NA,UNK,326046177,283926139,60.2108,NA,/home/maccamp/lates-wgs/data/daly/Daly02.sort.flt.bam,1,SFF,Daly River,Daly02,Australasian
NA,Daly03,NA,UNK,250931941,216745151,47.0122,NA,/home/maccamp/lates-wgs/data/daly/Daly03.sort.flt.bam,1,SFF,Daly River,Daly03,Australasian
NA,Daly04,NA,UNK,228200523,200254294,43.2608,NA,/home/maccamp/lates-wgs/data/daly/Daly04.sort.flt.bam,1,SFF,Daly River,Daly04,Australasian
NA,Daly05,NA,UNK,358110468,308080850,66.6556,NA,/home/maccamp/lates-wgs/data/daly/Daly05.sort.flt.bam,1,SFF,Daly River,Daly05,Australasian
NA,Daly06,NA,UNK,288183066,246600489,53.1609,NA,/home/maccamp/lates-wgs/data/daly/Daly06.sort.flt.bam,1,SFF,Daly River,Daly06,Australasian
NA,Daly07,NA,UNK,302850614,258326860,55.7428,NA,/home/maccamp/lates-wgs/data/daly/Daly07.sort.flt.bam,1,SFF,Daly River,Daly07,Australasian
NA,Daly08,NA,UNK,277003928,240831949,52.1401,NA,/home/maccamp/lates-wgs/data/daly/Daly08.sort.flt.bam,1,SFF,Daly River,Daly08,Australasian
NA,Roper02,NA,UNK,305214628,237233317,49.1359,NA,/home/maccamp/lates-wgs/data/daly/Roper02.sort.flt.bam,NA,UNK,Roper River,Roper02,Australasian
NA,Roper07,NA,UNK,240383448,192310744,39.667,NA,/home/maccamp/lates-wgs/data/daly/Roper07.sort.flt.bam,NA,UNK,Roper River,Roper07,Australasian
NA,Roper08,NA,UNK,218701103,172576592,35.7122,NA,/home/maccamp/lates-wgs/data/daly/Roper08.sort.flt.bam,NA,UNK,Roper River,Roper08,Australasian
NA,Roper09,NA,UNK,209993253,163360453,33.7983,NA,/home/maccamp/lates-wgs/data/daly/Roper09.sort.flt.bam,NA,UNK,Roper River,Roper09,Australasian
NA,Roper10,NA,UNK,220737088,177538875,36.7153,NA,/home/maccamp/lates-wgs/data/daly/Roper10.sort.flt.bam,NA,UNK,Roper River,Roper10,Australasian
Mainstream1,Mainstream-1,Mainstream1,UNK,168404232,149570272,30.9807,NA,/home/maccamp/lates-wgs/data/hatcheries/Mainstream1.sort.flt.bam,NA,UNK,Australian Aquaculture,Mainstream1,Australian Aquaculture
Mainstream2,Mainstream-2,Mainstream2,UNK,182623700,164101320,33.9049,NA,/home/maccamp/lates-wgs/data/hatcheries/Mainstream2.sort.flt.bam,NA,UNK,Australian Aquaculture,Mainstream2,Australian Aquaculture
Mainstream3,Mainstream-3,Mainstream3,UNK,203215006,183458792,37.8441,NA,/home/maccamp/lates-wgs/data/hatcheries/Mainstream3.sort.flt.bam,NA,UNK,Australian Aquaculture,Mainstream3,Australian Aquaculture
Mainstream4,Mainstream-4,Mainstream4,UNK,158111751,142219025,29.4372,NA,/home/maccamp/lates-wgs/data/hatcheries/Mainstream4.sort.flt.bam,NA,UNK,Australian Aquaculture,Mainstream4,Australian Aquaculture
Mainstream5,Mainstream-5,Mainstream5,UNK,205561290,186913334,38.5661,NA,/home/maccamp/lates-wgs/data/hatcheries/Mainstream5.sort.flt.bam,NA,UNK,Australian Aquaculture,Mainstream5,Australian Aquaculture
Mainstream6,Mainstream6,Mainstream6,UNK,273907451,232447693,49.0963,NA,/home/maccamp/lates-wgs/data/taiwan/Mainstream6.sort.flt.bam,NA,UNK,Australian Aquaculture,Mainstream6,Australian Aquaculture
Mainstream7,Mainstream7,Mainstream7,UNK,264202398,223927482,47.3556,NA,/home/maccamp/lates-wgs/data/taiwan/Mainstream7.sort.flt.bam,NA,UNK,Australian Aquaculture,Mainstream7,Australian Aquaculture
Mainstream8,Mainstream8,Mainstream8,UNK,270758821,232873303,49.3992,NA,/home/maccamp/lates-wgs/data/taiwan/Mainstream8.sort.flt.bam,NA,UNK,Australian Aquaculture,Mainstream8,Australian Aquaculture
Mainstream9,Mainstream9,Mainstream9,UNK,258503506,219343679,46.5654,NA,/home/maccamp/lates-wgs/data/taiwan/Mainstream9.sort.flt.bam,NA,UNK,Australian Aquaculture,Mainstream9,Australian Aquaculture
Mainstream10,Mainstream10,Mainstream10,UNK,278102584,233517641,48.587,NA,/home/maccamp/lates-wgs/data/taiwan/Mainstream10.sort.flt.bam,NA,UNK,Australian Aquaculture,Mainstream10,Australian Aquaculture
Mainstream11,Mainstream11,Mainstream11,UNK,263265248,222556527,46.4981,NA,/home/maccamp/lates-wgs/data/taiwan/Mainstream11.sort.flt.bam,NA,UNK,Australian Aquaculture,Mainstream11,Australian Aquaculture
Mainstream12,Mainstream12,Mainstream12,UNK,267868828,227555399,47.1854,NA,/home/maccamp/lates-wgs/data/taiwan/Mainstream12.sort.flt.bam,NA,UNK,Australian Aquaculture,Mainstream12,Australian Aquaculture
WJC9162,WJC9162,WJC9162,SFF,213111602,186681215,32.3199,1,/home/maccamp/lates-wgs/data/taiwan/WJC9162.sort.flt.bam,1,SFF,Tamsui River,WJC9162,Southeast Asian
WJC9163,WJC9163,WJC9163,SFF,257583247,206746033,33.895,1,/home/maccamp/lates-wgs/data/taiwan/WJC9163.sort.flt.bam,1,SFF,Tamsui River,WJC9163,Southeast Asian
WJC9164,WJC9164,WJC9164,SFF,273269251,225916495,35.5161,1,/home/maccamp/lates-wgs/data/taiwan/WJC9164.sort.flt.bam,1,SFF,Tamsui River,WJC9164,Southeast Asian
WJC9166,WJC9166,WJC9166,SFF,230103711,197931232,31.6638,1,/home/maccamp/lates-wgs/data/taiwan/WJC9166.sort.flt.bam,1,SFF,Tamsui River,WJC9166,Southeast Asian
WJC9187,WJC9187,WJC9187,SFF,258073205,221004084,36.3827,1,/home/maccamp/lates-wgs/data/taiwan/WJC9187.sort.flt.bam,1,SFF,Tamsui River,WJC9187,Southeast Asian
WJC9196,WJC9196,WJC9196,SFF,210898335,179593199,28.9462,1,/home/maccamp/lates-wgs/data/taiwan/WJC9196.sort.flt.bam,1,SFF,Tamsui River,WJC9196,Southeast Asian
WJC9556,WJC9556,WJC9556,SFF,212286744,179789424,30.58,1,/home/maccamp/lates-wgs/data/taiwan/WJC9556.sort.flt.bam,1,SFF,Tamsui River,WJC9556,Southeast Asian
WJC9558,WJC9558,WJC9558,SFF,182258858,160381793,27.9758,1,/home/maccamp/lates-wgs/data/taiwan/WJC9558.sort.flt.bam,1,SFF,Tamsui River,WJC9558,Southeast Asian
WJC9559,WJC9559,WJC9559,SFF,213454180,176211095,29.0693,1,/home/maccamp/lates-wgs/data/taiwan/WJC9559.sort.flt.bam,1,SFF,Tamsui River,WJC9559,Southeast Asian
WJC9560,WJC9560,WJC9560,SFF,341617052,275059504,42.7225,1,/home/maccamp/lates-wgs/data/taiwan/WJC9560.sort.flt.bam,1,SFF,Tamsui River,WJC9560,Southeast Asian
WJC9188,WJC9188,WJC9188,SFF,207927816,175269565,27.8819,1,/home/maccamp/lates-wgs/data/taiwan/WJC9188.sort.flt.bam,1,SFF,Tamsui River,WJC9188,Southeast Asian
OceanPick11,OceanPick-11,OceanPick11,UNK,219131763,197941889,39.5505,NA,/home/maccamp/lates-wgs/data/hatcheries/OceanPick11.sort.flt.bam,NA,UNK,Sri Lankan Aquaculture,OceanPick11,Sri Lankan Aquaculture
OceanPick15,OceanPick-15,OceanPick15,UNK,188158129,170706185,35.4193,NA,/home/maccamp/lates-wgs/data/hatcheries/OceanPick15.sort.flt.bam,NA,UNK,Sri Lankan Aquaculture,OceanPick15,Sri Lankan Aquaculture
OceanPick16,OceanPick-16,OceanPick16,UNK,196110273,181111429,37.1622,NA,/home/maccamp/lates-wgs/data/hatcheries/OceanPick16.sort.flt.bam,NA,UNK,Sri Lankan Aquaculture,OceanPick16,Sri Lankan Aquaculture
OceanPick17,OceanPick-17,OceanPick17,UNK,199866113,166303991,33.8201,NA,/home/maccamp/lates-wgs/data/hatcheries/OceanPick17.sort.flt.bam,NA,UNK,Sri Lankan Aquaculture,OceanPick17,Sri Lankan Aquaculture
OceanPick1,OceanPick-1,OceanPick1,UNK,188316323,170206826,32.8365,NA,/home/maccamp/lates-wgs/data/hatcheries/OceanPick1.sort.flt.bam,NA,UNK,Sri Lankan Aquaculture,OceanPick1,Sri Lankan Aquaculture
OceanPick20,OceanPick-20,OceanPick20,UNK,318657978,262489587,51.0267,NA,/home/maccamp/lates-wgs/data/hatcheries/OceanPick20.sort.flt.bam,NA,UNK,Sri Lankan Aquaculture,OceanPick20,Sri Lankan Aquaculture
OceanPick2,OceanPick-2,OceanPick2,UNK,245082767,225339177,44.2617,NA,/home/maccamp/lates-wgs/data/hatcheries/OceanPick2.sort.flt.bam,NA,UNK,Sri Lankan Aquaculture,OceanPick2,Sri Lankan Aquaculture
OceanPick3,OceanPick-3,OceanPick3,UNK,247805625,227493701,46.8712,NA,/home/maccamp/lates-wgs/data/hatcheries/OceanPick3.sort.flt.bam,NA,UNK,Sri Lankan Aquaculture,OceanPick3,Sri Lankan Aquaculture
OceanPick5,OceanPick-5,OceanPick5,UNK,188234929,171410968,35.3293,NA,/home/maccamp/lates-wgs/data/hatcheries/OceanPick5.sort.flt.bam,NA,UNK,Sri Lankan Aquaculture,OceanPick5,Sri Lankan Aquaculture
OceanPick8,OceanPick-8,OceanPick8,UNK,283512102,214149643,43.0619,NA,/home/maccamp/lates-wgs/data/hatcheries/OceanPick8.sort.flt.bam,NA,UNK,Sri Lankan Aquaculture,OceanPick8,Sri Lankan Aquaculture
